recorded_at,wave_height_m,wave_direction_deg,wave_period_s,sea_surface_temp_c,sea_level_height_msl_m
2025-08-01T21:00,0.86,163,10.1,29.2,0.23
2025-08-01T22:00,0.84,163,9.95,29.1,0.16
2025-08-01T23:00,0.84,164,9.8,29.1,0.14
2025-08-02T00:00,0.84,165,9.65,29.0,0.17
2025-08-02T01:00,0.86,167,9.45,29.0,0.23
2025-08-02T02:00,0.86,168,9.35,28.9,0.32
2025-08-02T03:00,0.84,168,9.35,28.9,0.42
2025-08-02T04:00,0.84,167,9.45,28.9,0.48
2025-08-02T05:00,0.82,167,9.55,28.9,0.53
2025-08-02T06:00,0.8,166,9.7,28.9,0.55
2025-08-02T07:00,0.8,164,9.9,29.0,0.52
2025-08-02T08:00,0.78,163,10.15,29.0,0.48
2025-08-02T09:00,0.8,162,10.45,29.1,0.44
2025-08-02T10:00,0.8,161,10.8,29.2,0.39
2025-08-02T11:00,0.82,160,11.0,29.3,0.36
2025-08-02T12:00,0.78,160,11.0,29.3,0.37
2025-08-02T13:00,0.76,159,10.85,29.4,0.39
2025-08-02T14:00,0.72,159,10.75,29.5,0.42
2025-08-02T15:00,0.72,159,10.75,29.5,0.45
2025-08-02T16:00,0.72,159,10.85,29.6,0.48
2025-08-02T17:00,0.72,159,10.9,29.6,0.45
2025-08-02T18:00,0.72,159,10.95,29.6,0.39
2025-08-02T19:00,0.7,159,10.95,29.5,0.34
2025-08-02T20:00,0.7,159,11.0,29.4,0.29
2025-08-02T21:00,0.7,159,11.05,29.4,0.24
2025-08-02T22:00,0.7,160,11.15,29.3,0.18
2025-08-02T23:00,0.7,160,11.25,29.2,0.13
2025-08-03T00:00,0.7,160,11.35,29.2,0.14
2025-08-03T01:00,0.7,161,11.5,29.1,0.19
2025-08-03T02:00,0.7,161,11.6,29.1,0.26
2025-08-03T03:00,0.7,161,11.75,29.1,0.33
2025-08-03T04:00,0.7,162,11.85,29.1,0.4
2025-08-03T05:00,0.7,162,12.0,29.1,0.46
2025-08-03T06:00,0.7,163,12.15,29.1,0.49
2025-08-03T07:00,0.72,163,12.35,29.1,0.48
2025-08-03T08:00,0.72,164,12.4,29.1,0.48
2025-08-03T09:00,0.74,165,12.25,29.2,0.47
2025-08-03T10:00,0.78,166,12.0,29.2,0.45
2025-08-03T11:00,0.8,167,11.7,29.2,0.42
2025-08-03T12:00,0.84,169,11.4,29.3,0.39
2025-08-03T13:00,0.86,172,11.1,29.3,0.38
2025-08-03T14:00,0.9,174,10.9,29.3,0.4
2025-08-03T15:00,0.92,175,10.85,29.4,0.4
2025-08-03T16:00,0.92,176,10.85,29.4,0.39
2025-08-03T17:00,0.94,177,10.9,29.4,0.38
2025-08-03T18:00,0.94,177,10.95,29.4,0.35
2025-08-03T19:00,0.94,177,11.0,29.3,0.31
2025-08-03T20:00,0.94,177,11.05,29.3,0.26
2025-08-03T21:00,0.96,181,10.95,29.3,0.23
2025-08-03T22:00,0.98,185,10.85,29.2,0.2
2025-08-03T23:00,1.0,189,10.85,29.2,0.18
2025-08-04T00:00,0.98,187,11.05,29.1,0.18
2025-08-04T01:00,0.96,185,11.45,29.1,0.2
2025-08-04T02:00,0.94,183,11.8,29.1,0.22
2025-08-04T03:00,0.94,180,12.2,29.0,0.28
2025-08-04T04:00,0.92,178,12.6,29.0,0.35
2025-08-04T05:00,0.92,175,12.95,29.0,0.4
2025-08-04T06:00,0.92,174,13.2,29.0,0.43
2025-08-04T07:00,0.92,172,13.35,29.0,0.47
2025-08-04T08:00,0.92,171,13.45,29.0,0.51
2025-08-04T09:00,0.92,171,13.45,29.1,0.54
2025-08-04T10:00,0.92,170,13.45,29.1,0.55
2025-08-04T11:00,0.92,170,13.35,29.2,0.54
2025-08-04T12:00,0.92,170,13.25,29.2,0.51
2025-08-04T13:00,0.92,171,13.1,29.3,0.5
2025-08-04T14:00,0.92,171,12.9,29.3,0.48
2025-08-04T15:00,0.94,171,12.6,29.4,0.44
2025-08-04T16:00,0.94,172,12.2,29.4,0.42
2025-08-04T17:00,0.96,172,11.95,29.4,0.39
2025-08-04T18:00,0.98,172,11.95,29.4,0.36
2025-08-04T19:00,1.02,173,12.1,29.4,0.33
2025-08-04T20:00,1.04,173,12.2,29.4,0.32
2025-08-04T21:00,1.08,173,12.3,29.3,0.32
2025-08-04T22:00,1.1,173,12.35,29.3,0.32
2025-08-04T23:00,1.14,173,12.35,29.3,0.3
2025-08-05T00:00,1.14,173,12.2,29.2,0.28
2025-08-05T01:00,1.12,174,11.95,29.2,0.26
2025-08-05T02:00,1.12,174,11.75,29.2,0.26
2025-08-05T03:00,1.14,175,11.65,29.1,0.27
2025-08-05T04:00,1.14,176,11.65,29.1,0.29
2025-08-05T05:00,1.16,177,11.6,29.1,0.31
2025-08-05T06:00,1.18,177,11.55,29.2,0.35
2025-08-05T07:00,1.2,178,11.45,29.2,0.39
2025-08-05T08:00,1.22,178,11.45,29.3,0.43
2025-08-05T09:00,1.22,177,11.55,29.4,0.49
2025-08-05T10:00,1.24,176,11.65,29.5,0.56
2025-08-05T11:00,1.24,175,11.8,29.6,0.59
2025-08-05T12:00,1.26,175,11.95,29.6,0.57
2025-08-05T13:00,1.26,174,12.1,29.6,0.53
2025-08-05T14:00,1.28,174,12.25,29.7,0.5
2025-08-05T15:00,1.3,173,12.35,29.7,0.45
2025-08-05T16:00,1.3,173,12.4,29.7,0.38
2025-08-05T17:00,1.32,172,12.45,29.7,0.32
2025-08-05T18:00,1.32,172,12.45,29.7,0.28
2025-08-05T19:00,1.32,172,12.35,29.6,0.27
2025-08-05T20:00,1.32,172,12.3,29.6,0.26
2025-08-05T21:00,1.32,172,12.25,29.5,0.28
2025-08-05T22:00,1.34,172,12.2,29.5,0.32
2025-08-05T23:00,1.34,172,12.15,29.4,0.35
2025-08-06T00:00,1.34,173,12.05,29.4,0.36
2025-08-06T01:00,1.36,173,12.0,29.3,0.33
2025-08-06T02:00,1.36,174,11.95,29.3,0.29
2025-08-06T03:00,1.36,173,12.0,29.2,0.27
2025-08-06T04:00,1.34,173,12.15,29.2,0.26
2025-08-06T05:00,1.34,172,12.25,29.2,0.26
2025-08-06T06:00,1.34,171,12.35,29.3,0.28
2025-08-06T07:00,1.34,171,12.5,29.3,0.33
2025-08-06T08:00,1.34,170,12.55,29.4,0.39
2025-08-06T09:00,1.3,170,12.5,29.5,0.48
2025-08-06T10:00,1.28,170,12.4,29.5,0.58
2025-08-06T11:00,1.24,170,12.35,29.6,0.66
2025-08-06T12:00,1.26,170,12.45,29.6,0.69
2025-08-06T13:00,1.3,169,12.6,29.6,0.66
2025-08-06T14:00,1.32,169,12.75,29.6,0.6
2025-08-06T15:00,1.4,169,12.95,29.6,0.51
2025-08-06T16:00,1.48,169,13.15,29.6,0.43
2025-08-06T17:00,1.56,169,13.15,29.6,0.33
2025-08-06T18:00,1.54,168,12.85,29.6,0.25
2025-08-06T19:00,1.52,168,12.35,29.6,0.21
2025-08-06T20:00,1.5,167,11.9,29.6,0.22
2025-08-06T21:00,1.48,168,11.65,29.5,0.25
2025-08-06T22:00,1.46,168,11.45,29.5,0.3
2025-08-06T23:00,1.44,169,11.3,29.5,0.36
2025-08-07T00:00,1.42,171,11.25,29.4,0.41
2025-08-07T01:00,1.42,172,11.25,29.4,0.4
2025-08-07T02:00,1.4,174,11.3,29.3,0.36
2025-08-07T03:00,1.38,174,11.35,29.3,0.32
2025-08-07T04:00,1.38,175,11.35,29.2,0.28
2025-08-07T05:00,1.36,175,11.45,29.2,0.25
2025-08-07T06:00,1.34,174,11.6,29.3,0.21
2025-08-07T07:00,1.3,172,11.75,29.3,0.26
2025-08-07T08:00,1.28,171,11.9,29.4,0.35
2025-08-07T09:00,1.26,170,12.05,29.5,0.46
2025-08-07T10:00,1.26,169,12.15,29.6,0.58
2025-08-07T11:00,1.24,168,12.25,29.6,0.71
2025-08-07T12:00,1.22,168,12.25,29.7,0.8
2025-08-07T13:00,1.22,168,12.25,29.7,0.79
2025-08-07T14:00,1.2,168,12.2,29.7,0.72
2025-08-07T15:00,1.2,168,12.15,29.7,0.62
2025-08-07T16:00,1.22,168,12.05,29.7,0.51
2025-08-07T17:00,1.22,168,11.95,29.7,0.39
2025-08-07T18:00,1.22,168,11.8,29.7,0.27
2025-08-07T19:00,1.24,169,11.65,29.7,0.2
2025-08-07T20:00,1.24,169,11.5,29.6,0.2
2025-08-07T21:00,1.24,169,11.45,29.6,0.25
2025-08-07T22:00,1.26,168,11.45,29.6,0.32
2025-08-07T23:00,1.26,168,11.45,29.5,0.41
2025-08-08T00:00,1.26,169,11.45,29.5,0.49
2025-08-08T01:00,1.26,169,11.4,29.4,0.51
2025-08-08T02:00,1.26,170,11.4,29.4,0.47
2025-08-08T03:00,1.26,169,11.45,29.4,0.41
2025-08-08T04:00,1.24,169,11.5,29.3,0.33
2025-08-08T05:00,1.24,168,11.55,29.3,0.26
2025-08-08T06:00,1.24,167,11.6,29.3,0.21
2025-08-08T07:00,1.22,167,11.65,29.4,0.2
2025-08-08T08:00,1.22,166,11.65,29.5,0.26
2025-08-08T09:00,1.2,166,11.65,29.5,0.39
2025-08-08T10:00,1.2,165,11.65,29.6,0.53
2025-08-08T11:00,1.18,165,11.6,29.6,0.66
2025-08-08T12:00,1.18,165,11.55,29.7,0.78
2025-08-08T13:00,1.18,165,11.55,29.7,0.84
2025-08-08T14:00,1.18,165,11.45,29.8,0.81
2025-08-08T15:00,1.18,165,11.3,29.8,0.69
2025-08-08T16:00,1.16,166,11.15,29.8,0.54
2025-08-08T17:00,1.16,166,10.95,29.8,0.4
2025-08-08T18:00,1.18,167,10.75,29.8,0.27
2025-08-08T19:00,1.18,167,10.5,29.8,0.17
2025-08-08T20:00,1.2,168,10.3,29.8,0.13
2025-08-08T21:00,1.2,168,10.15,29.8,0.18
2025-08-08T22:00,1.18,168,10.05,29.7,0.27
2025-08-08T23:00,1.18,168,10.0,29.7,0.38
2025-08-09T00:00,1.18,168,10.0,29.7,0.48
2025-08-09T01:00,1.16,168,10.0,29.7,0.54
2025-08-09T02:00,1.16,168,10.1,29.6,0.54
2025-08-09T03:00,1.22,168,10.35,29.6,0.47
2025-08-09T04:00,1.26,168,10.7,29.6,0.35
2025-08-09T05:00,1.32,168,10.9,29.6,0.25
2025-08-09T06:00,1.24,168,10.75,29.6,0.16
2025-08-09T07:00,1.18,167,10.4,29.6,0.1
2025-08-09T08:00,1.1,167,10.2,29.7,0.12
2025-08-09T09:00,1.1,167,10.2,29.8,0.23
2025-08-09T10:00,1.12,168,10.35,29.8,0.39
2025-08-09T11:00,1.12,168,10.4,29.9,0.56
2025-08-09T12:00,1.12,168,10.4,29.9,0.7
2025-08-09T13:00,1.1,168,10.35,29.9,0.8
2025-08-09T14:00,1.1,168,10.25,30.0,0.81
2025-08-09T15:00,1.1,169,10.1,30.0,0.73
2025-08-09T16:00,1.12,169,9.85,30.0,0.59
2025-08-09T17:00,1.12,170,9.65,30.0,0.42
2025-08-09T18:00,1.14,171,9.45,30.0,0.25
2025-08-09T19:00,1.14,171,9.25,30.0,0.12
2025-08-09T20:00,1.16,172,9.1,30.0,0.06
2025-08-09T21:00,1.16,172,9.05,29.9,0.1
2025-08-09T22:00,1.14,172,9.05,29.9,0.2
2025-08-09T23:00,1.14,172,9.0,29.9,0.34
2025-08-10T00:00,1.12,172,8.9,29.8,0.48
2025-08-10T01:00,1.12,172,8.8,29.8,0.58
2025-08-10T02:00,1.1,172,8.65,29.8,0.63
2025-08-10T03:00,1.12,173,8.5,29.7,0.6
2025-08-10T04:00,1.12,173,8.3,29.7,0.5
2025-08-10T05:00,1.14,174,8.2,29.7,0.37
2025-08-10T06:00,1.18,175,8.2,29.7,0.24
2025-08-10T07:00,1.24,175,8.25,29.8,0.16
2025-08-10T08:00,1.28,176,8.25,29.8,0.13
2025-08-10T09:00,1.24,176,8.15,29.9,0.2
2025-08-10T10:00,1.2,176,8.0,29.9,0.36
2025-08-10T11:00,1.16,176,7.85,30.0,0.55
2025-08-10T12:00,1.16,176,7.8,30.0,0.71
2025-08-10T13:00,1.16,175,7.7,30.0,0.82
2025-08-10T14:00,1.16,175,7.65,30.1,0.87
2025-08-10T15:00,1.18,176,7.5,30.1,0.84
2025-08-10T16:00,1.18,176,7.35,30.1,0.7
2025-08-10T17:00,1.2,177,7.25,30.1,0.53
2025-08-10T18:00,1.2,177,7.2,30.1,0.35
2025-08-10T19:00,1.18,177,7.2,30.0,0.17
2025-08-10T20:00,1.18,177,7.25,30.0,0.07
2025-08-10T21:00,1.16,177,7.3,30.0,0.07
2025-08-10T22:00,1.14,178,7.35,30.0,0.15
2025-08-10T23:00,1.12,178,7.4,29.9,0.3
2025-08-11T00:00,1.1,178,7.5,29.9,0.47
2025-08-11T01:00,1.08,177,7.65,29.9,0.59
2025-08-11T02:00,1.06,177,7.8,29.8,0.67
2025-08-11T03:00,1.06,177,7.9,29.8,0.67
2025-08-11T04:00,1.04,177,8.0,29.8,0.59
2025-08-11T05:00,1.04,177,8.05,29.8,0.45
2025-08-11T06:00,1.04,177,8.1,29.8,0.3
2025-08-11T07:00,1.04,177,8.15,29.8,0.17
2025-08-11T08:00,1.04,177,8.2,29.9,0.1
2025-08-11T09:00,1.06,177,8.3,29.9,0.12
2025-08-11T10:00,1.06,177,8.35,29.9,0.23
2025-08-11T11:00,1.08,177,8.4,30.0,0.4
2025-08-11T12:00,1.1,177,8.35,30.0,0.59
2025-08-11T13:00,1.1,178,8.3,30.0,0.74
2025-08-11T14:00,1.12,178,8.25,30.0,0.82
2025-08-11T15:00,1.14,178,8.25,30.1,0.82
2025-08-11T16:00,1.16,178,8.25,30.1,0.73
2025-08-11T17:00,1.18,178,8.25,30.1,0.57
2025-08-11T18:00,1.2,178,8.3,30.1,0.37
2025-08-11T19:00,1.22,178,8.35,30.0,0.18
2025-08-11T20:00,1.24,178,8.45,30.0,0.05
2025-08-11T21:00,1.24,178,8.6,30.0,0.01
2025-08-11T22:00,1.24,179,8.75,30.0,0.07
2025-08-11T23:00,1.24,179,8.9,29.9,0.2
2025-08-12T00:00,1.22,179,9.1,29.9,0.39
2025-08-12T01:00,1.18,179,9.3,29.8,0.56
2025-08-12T02:00,1.16,179,9.4,29.8,0.66
2025-08-12T03:00,1.08,178,9.25,29.8,0.7
2025-08-12T04:00,0.98,178,8.95,29.7,0.67
2025-08-12T05:00,0.9,177,8.85,29.7,0.55
2025-08-12T06:00,0.94,177,9.2,29.7,0.39
2025-08-12T07:00,1.0,176,9.75,29.8,0.24
2025-08-12T08:00,1.04,176,10.1,29.8,0.14
2025-08-12T09:00,1.06,176,10.1,29.8,0.11
2025-08-12T10:00,1.1,177,9.95,29.9,0.18
2025-08-12T11:00,1.12,177,9.8,29.9,0.32
2025-08-12T12:00,1.14,177,9.7,30.0,0.5
2025-08-12T13:00,1.14,178,9.6,30.0,0.67
2025-08-12T14:00,1.16,178,9.55,30.0,0.78
2025-08-12T15:00,1.2,179,9.5,30.1,0.79
2025-08-12T16:00,1.22,180,9.45,30.1,0.73
2025-08-12T17:00,1.26,181,9.4,30.1,0.6
2025-08-12T18:00,1.26,182,9.3,30.1,0.4
2025-08-12T19:00,1.24,182,9.25,30.0,0.19
2025-08-12T20:00,1.24,183,9.2,30.0,0.05
2025-08-12T21:00,1.22,182,9.25,29.9,0.0
2025-08-12T22:00,1.22,182,9.4,29.9,0.03
2025-08-12T23:00,1.2,181,9.5,29.8,0.14
2025-08-13T00:00,1.18,181,9.55,29.8,0.32
2025-08-13T01:00,1.18,181,9.65,29.7,0.51
2025-08-13T02:00,1.16,181,9.7,29.7,0.66
2025-08-13T03:00,1.14,181,9.75,29.6,0.74
2025-08-13T04:00,1.14,181,9.85,29.6,0.74
2025-08-13T05:00,1.12,181,9.9,29.6,0.67
2025-08-13T06:00,1.12,182,10.0,29.5,0.52
2025-08-13T07:00,1.12,182,10.1,29.5,0.35
2025-08-13T08:00,1.12,183,10.2,29.5,0.23
2025-08-13T09:00,1.14,185,10.2,29.5,0.16
2025-08-13T10:00,1.16,187,10.2,29.5,0.16
2025-08-13T11:00,1.18,189,10.15,29.5,0.24
2025-08-13T12:00,1.2,190,10.05,29.5,0.38
2025-08-13T13:00,1.2,190,9.9,29.5,0.54
2025-08-13T14:00,1.22,191,9.8,29.6,0.67
2025-08-13T15:00,1.22,191,9.7,29.6,0.72
2025-08-13T16:00,1.22,190,9.6,29.6,0.68
2025-08-13T17:00,1.22,190,9.55,29.6,0.6
2025-08-13T18:00,1.22,188,9.55,29.6,0.44
2025-08-13T19:00,1.22,186,9.6,29.6,0.26
2025-08-13T20:00,1.22,184,9.7,29.5,0.1
2025-08-13T21:00,1.2,182,9.8,29.5,0.02
2025-08-13T22:00,1.18,181,9.9,29.4,0.02
2025-08-13T23:00,1.16,179,10.0,29.4,0.1
2025-08-14T00:00,1.14,178,10.0,29.3,0.25
2025-08-14T01:00,1.14,177,10.0,29.3,0.44
2025-08-14T02:00,1.12,176,9.95,29.2,0.61
2025-08-14T03:00,1.14,176,9.9,29.2,0.73
2025-08-14T04:00,1.14,176,9.9,29.2,0.76
2025-08-14T05:00,1.16,176,9.8,29.2,0.72
2025-08-14T06:00,1.18,176,9.65,29.2,0.62
2025-08-14T07:00,1.18,177,9.5,29.2,0.47
2025-08-14T08:00,1.2,177,9.3,29.3,0.32
2025-08-14T09:00,1.22,177,9.15,29.4,0.23
2025-08-14T10:00,1.24,178,8.95,29.4,0.22
2025-08-14T11:00,1.26,178,8.8,29.5,0.27
2025-08-14T12:00,1.28,179,8.65,29.5,0.38
2025-08-14T13:00,1.28,179,8.55,29.6,0.52
2025-08-14T14:00,1.3,180,8.45,29.6,0.65
2025-08-14T15:00,1.34,182,8.4,29.6,0.72
2025-08-14T16:00,1.38,183,8.4,29.6,0.69
2025-08-14T17:00,1.42,185,8.35,29.6,0.62
2025-08-14T18:00,1.38,186,8.1,29.6,0.5
2025-08-14T19:00,1.32,187,7.75,29.6,0.34
2025-08-14T20:00,1.28,188,7.6,29.5,0.18
2025-08-14T21:00,1.24,186,7.7,29.4,0.09
2025-08-14T22:00,1.2,184,8.0,29.4,0.06
2025-08-14T23:00,1.16,182,8.25,29.3,0.1
2025-08-15T00:00,1.14,181,8.45,29.3,0.22
2025-08-15T01:00,1.12,180,8.6,29.2,0.38
2025-08-15T02:00,1.1,179,8.65,29.2,0.54
2025-08-15T03:00,1.1,180,8.5,29.1,0.68
2025-08-15T04:00,1.1,181,8.2,29.1,0.75
2025-08-15T05:00,1.1,182,7.95,29.1,0.74
2025-08-15T06:00,1.1,183,7.8,29.1,0.68
2025-08-15T07:00,1.1,183,7.7,29.1,0.57
2025-08-15T08:00,1.1,184,7.55,29.1,0.44
2025-08-15T09:00,1.0,184,7.15,29.2,0.33
2025-08-15T10:00,0.9,183,6.7,29.2,0.29
2025-08-15T11:00,0.8,183,6.45,29.2,0.29
2025-08-15T12:00,0.86,185,6.55,29.2,0.34
2025-08-15T13:00,0.92,186,6.9,29.3,0.44
2025-08-15T14:00,0.98,188,7.15,29.3,0.54
2025-08-15T15:00,1.04,193,7.2,29.3,0.62
2025-08-15T16:00,1.08,198,7.2,29.3,0.63
2025-08-15T17:00,1.14,203,7.2,29.3,0.57
2025-08-15T18:00,1.14,201,7.25,29.3,0.47
2025-08-15T19:00,1.12,198,7.4,29.3,0.37
2025-08-15T20:00,1.12,196,7.5,29.2,0.25
2025-08-15T21:00,1.08,193,7.65,29.2,0.12
2025-08-15T22:00,1.06,190,7.85,29.1,0.07
2025-08-15T23:00,1.02,187,8.0,29.1,0.09
2025-08-16T00:00,1.0,185,8.15,29.0,0.17
2025-08-16T01:00,1.0,183,8.25,29.0,0.29
2025-08-16T02:00,0.98,181,8.35,29.0,0.43
2025-08-16T03:00,0.98,181,8.35,28.9,0.58
2025-08-16T04:00,1.0,181,8.35,28.9,0.67
2025-08-16T05:00,1.0,181,8.3,28.9,0.69
2025-08-16T06:00,1.0,182,8.3,28.9,0.66
2025-08-16T07:00,1.02,182,8.25,28.9,0.6
2025-08-16T08:00,1.02,183,8.25,28.9,0.53
2025-08-16T09:00,1.02,184,8.2,29.0,0.43
2025-08-16T10:00,1.02,184,8.15,29.0,0.37
2025-08-16T11:00,1.02,185,8.1,29.0,0.36
2025-08-16T12:00,1.04,189,8.0,29.0,0.38
2025-08-16T13:00,1.08,192,7.85,29.1,0.42
2025-08-16T14:00,1.1,196,7.75,29.1,0.49
2025-08-16T15:00,1.2,202,7.75,29.1,0.54
2025-08-16T16:00,1.3,208,7.75,29.1,0.55
2025-08-16T17:00,1.4,214,7.8,29.1,0.52
2025-08-16T18:00,1.36,210,7.8,29.1,0.45
2025-08-16T19:00,1.32,207,7.8,29.1,0.39
2025-08-16T20:00,1.28,203,7.85,29.0,0.29
2025-08-16T21:00,1.24,199,8.0,29.0,0.18
2025-08-16T22:00,1.2,194,8.25,28.9,0.1
2025-08-16T23:00,1.16,190,8.45,28.9,0.11
2025-08-17T00:00,1.16,188,8.6,28.8,0.15
2025-08-17T01:00,1.14,186,8.75,28.8,0.22
2025-08-17T02:00,1.14,184,8.9,28.7,0.33
2025-08-17T03:00,1.14,183,9.0,28.7,0.45
2025-08-17T04:00,1.16,183,9.1,28.6,0.54
2025-08-17T05:00,1.16,182,9.2,28.6,0.59
2025-08-17T06:00,1.16,182,9.3,28.6,0.61
2025-08-17T07:00,1.18,181,9.45,28.6,0.59
2025-08-17T08:00,1.18,181,9.5,28.7,0.55
2025-08-17T09:00,1.2,181,9.5,28.7,0.5
2025-08-17T10:00,1.2,182,9.45,28.7,0.45
2025-08-17T11:00,1.22,182,9.4,28.7,0.41
2025-08-17T12:00,1.24,183,9.3,28.7,0.41
2025-08-17T13:00,1.26,184,9.2,28.8,0.41
2025-08-17T14:00,1.28,185,9.05,28.8,0.43
2025-08-17T15:00,1.3,187,8.9,28.8,0.46
2025-08-17T16:00,1.3,188,8.75,28.8,0.48
2025-08-17T17:00,1.32,190,8.7,28.8,0.46
2025-08-17T18:00,1.32,189,8.75,28.8,0.4
2025-08-17T19:00,1.3,187,8.85,28.8,0.35
2025-08-17T20:00,1.3,186,8.95,28.7,0.3
2025-08-17T21:00,1.22,184,8.9,28.7,0.23
2025-08-17T22:00,1.14,181,8.8,28.7,0.16
2025-08-17T23:00,1.06,179,8.8,28.6,0.14
2025-08-18T00:00,1.08,178,8.95,28.6,0.16
2025-08-18T01:00,1.1,178,9.2,28.6,0.19
2025-08-18T02:00,1.12,177,9.4,28.5,0.24
2025-08-18T03:00,1.14,176,9.5,28.5,0.31
2025-08-18T04:00,1.16,175,9.5,28.4,0.39
2025-08-18T05:00,1.18,174,9.45,28.4,0.44
2025-08-18T06:00,1.18,176,9.3,28.4,0.47
2025-08-18T07:00,1.16,177,9.1,28.4,0.48
2025-08-18T08:00,1.16,179,8.9,28.4,0.49
2025-08-18T09:00,1.14,180,8.75,28.4,0.48
2025-08-18T10:00,1.14,182,8.55,28.4,0.46
2025-08-18T11:00,1.12,183,8.4,28.4,0.43
2025-08-18T12:00,1.12,185,8.2,28.4,0.42
2025-08-18T13:00,1.1,187,8.0,28.5,0.4
2025-08-18T14:00,1.1,189,7.8,28.5,0.38
2025-08-18T15:00,1.1,192,7.55,28.5,0.37
2025-08-18T16:00,1.1,196,7.35,28.6,0.35
2025-08-18T17:00,1.1,199,7.2,28.6,0.32
2025-08-18T18:00,1.08,196,7.2,28.6,0.29
2025-08-18T19:00,1.04,194,7.3,28.5,0.26
2025-08-18T20:00,1.02,191,7.45,28.5,0.24
2025-08-18T21:00,1.0,188,7.6,28.4,0.22
2025-08-18T22:00,0.96,184,7.75,28.4,0.21
2025-08-18T23:00,0.94,181,7.9,28.3,0.2
2025-08-19T00:00,0.92,179,8.05,28.3,0.19
2025-08-19T01:00,0.9,178,8.15,28.3,0.21
2025-08-19T02:00,0.88,176,8.25,28.2,0.23
2025-08-19T03:00,0.86,175,8.3,28.2,0.25
2025-08-19T04:00,0.82,175,8.3,28.2,0.28
2025-08-19T05:00,0.8,174,8.3,28.2,0.31
2025-08-19T06:00,0.8,173,8.4,28.2,0.35
2025-08-19T07:00,0.8,173,8.5,28.2,0.4
2025-08-19T08:00,0.8,172,8.6,28.3,0.44
2025-08-19T09:00,0.82,172,8.7,28.3,0.48
2025-08-19T10:00,0.82,172,8.8,28.4,0.53
2025-08-19T11:00,0.84,172,8.75,28.4,0.54
2025-08-19T12:00,0.84,176,8.5,28.5,0.53
2025-08-19T13:00,0.84,181,8.15,28.5,0.51
2025-08-19T14:00,0.84,185,7.85,28.6,0.47
2025-08-19T15:00,0.92,191,7.7,28.6,0.41
2025-08-19T16:00,0.98,197,7.6,28.6,0.34
2025-08-19T17:00,1.06,203,7.45,28.6,0.29
2025-08-19T18:00,1.04,206,7.2,28.6,0.25
2025-08-19T19:00,1.0,208,6.9,28.6,0.21
2025-08-19T20:00,0.98,211,6.7,28.5,0.21
2025-08-19T21:00,0.98,210,6.65,28.5,0.24
2025-08-19T22:00,0.96,209,6.65,28.4,0.28
2025-08-19T23:00,0.96,208,6.75,28.4,0.3
2025-08-20T00:00,0.94,204,6.85,28.3,0.29
2025-08-20T01:00,0.9,201,7.0,28.3,0.26
2025-08-20T02:00,0.88,197,7.2,28.2,0.24
2025-08-20T03:00,0.84,193,7.45,28.2,0.21
2025-08-20T04:00,0.82,188,7.75,28.1,0.2
2025-08-20T05:00,0.78,184,8.05,28.1,0.21
2025-08-20T06:00,0.76,182,8.3,28.1,0.23
2025-08-20T07:00,0.74,180,8.5,28.1,0.27
2025-08-20T08:00,0.72,178,8.65,28.2,0.34
2025-08-20T09:00,0.72,178,8.75,28.2,0.44
2025-08-20T10:00,0.7,177,8.85,28.3,0.53
2025-08-20T11:00,0.7,177,8.9,28.4,0.59
2025-08-20T12:00,0.7,176,8.9,28.5,0.62
2025-08-20T13:00,0.7,176,8.85,28.7,0.61
2025-08-20T14:00,0.7,175,8.85,28.9,0.56
2025-08-20T15:00,0.7,175,8.9,29.1,0.47
2025-08-20T16:00,0.7,174,8.9,29.3,0.38
2025-08-20T17:00,0.7,174,8.95,29.3,0.3
2025-08-20T18:00,0.7,174,8.95,29.3,0.23
2025-08-20T19:00,0.72,174,8.9,29.2,0.19
2025-08-20T20:00,0.72,174,8.9,29.0,0.2
2025-08-20T21:00,0.72,174,8.9,28.9,0.25
2025-08-20T22:00,0.74,175,8.9,28.7,0.33
2025-08-20T23:00,0.74,175,8.9,28.6,0.4
2025-08-21T00:00,0.74,177,8.85,28.6,0.42
2025-08-21T01:00,0.72,179,8.8,28.5,0.42
2025-08-21T02:00,0.72,181,8.85,28.5,0.38
2025-08-21T03:00,0.72,180,9.0,28.4,0.34
2025-08-21T04:00,0.7,179,9.2,28.4,0.28
2025-08-21T05:00,0.7,178,9.4,28.4,0.22
2025-08-21T06:00,0.68,176,9.65,28.4,0.2
2025-08-21T07:00,0.68,175,9.9,28.5,0.23
2025-08-21T08:00,0.66,173,10.15,28.5,0.3
2025-08-21T09:00,0.64,172,10.4,28.6,0.42
2025-08-21T10:00,0.62,170,10.6,28.7,0.56
2025-08-21T11:00,0.6,169,10.8,28.7,0.67
2025-08-21T12:00,0.6,169,10.95,28.8,0.74
2025-08-21T13:00,0.62,169,11.05,28.8,0.75
2025-08-21T14:00,0.62,169,11.15,28.9,0.68
2025-08-21T15:00,0.64,169,11.2,28.9,0.6
2025-08-21T16:00,0.66,169,11.2,29.0,0.48
2025-08-21T17:00,0.68,169,11.15,29.0,0.35
2025-08-21T18:00,0.7,169,11.0,29.0,0.24
2025-08-21T19:00,0.7,168,10.85,29.0,0.18
2025-08-21T20:00,0.72,168,10.8,28.9,0.2
